category,scenario,seed,success,episode_length,return,target_moves,obstacle_moves,successful_pushes,final_target_distance,final_obstacle_blocking
iid,iid_stage6,100369,0,200,-2.0000000000000013,0,1,1,7,3
iid,iid_stage6,100370,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100371,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100372,0,200,-2.0000000000000013,0,1,1,7,3
iid,iid_stage6,100373,0,200,-1.7000000000000013,0,5,5,7,0
iid,iid_stage6,100374,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100375,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100376,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100377,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100378,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100379,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100380,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100381,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100382,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100383,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100384,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100385,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100386,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100387,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100388,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100389,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100390,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100391,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100392,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100393,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100394,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100395,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100396,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100397,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100398,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100399,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100400,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100401,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100402,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100403,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100404,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100405,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100406,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100407,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100408,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100409,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100410,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100411,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100412,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100413,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100414,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100415,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100416,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100417,0,200,-2.0000000000000013,0,1,1,7,3
iid,iid_stage6,100418,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100419,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100420,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100421,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100422,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100423,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100424,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100425,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100426,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100427,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100428,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100429,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100430,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100431,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100432,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100433,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100434,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100435,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100436,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100437,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100438,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100439,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100440,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100441,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100442,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100443,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100444,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100445,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100446,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100447,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100448,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100449,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100450,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100451,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100452,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100453,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100454,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100455,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100456,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100457,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100458,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100459,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100460,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100461,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100462,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100463,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100464,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100465,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100466,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100467,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100468,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100469,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100470,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100471,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100472,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100473,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100474,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100475,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100476,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100477,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100478,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100479,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100480,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100481,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100482,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100483,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100484,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100485,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100486,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100487,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100488,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100489,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100490,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100491,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100492,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100493,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100494,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100495,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100496,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100497,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100498,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100499,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100500,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100501,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100502,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100503,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100504,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100505,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100506,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100507,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100508,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100509,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100510,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100511,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100512,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100513,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100514,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100515,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100516,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100517,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100518,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100519,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100520,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100521,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100522,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100523,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100524,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100525,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100526,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100527,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100528,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100529,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100530,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100531,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100532,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100533,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100534,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100535,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100536,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100537,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100538,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100539,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100540,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100541,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100542,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100543,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100544,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100545,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100546,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100547,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100548,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100549,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100550,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100551,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100552,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100553,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100554,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100555,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100556,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100557,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100558,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100559,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100560,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100561,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100562,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100563,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100564,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100565,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100566,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100567,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100568,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100569,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100570,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100571,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100572,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100573,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100574,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100575,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100576,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100577,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100578,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100579,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100580,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100581,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100582,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100583,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100584,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100585,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100586,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100587,0,200,-1.6000000000000014,2,0,2,5,3
iid,iid_stage6,100588,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100589,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100590,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100591,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100592,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100593,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100594,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100595,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100596,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100597,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100598,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100599,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100600,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100601,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100602,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100603,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100604,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100605,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100606,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100607,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100608,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100609,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100610,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100611,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100612,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100613,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100614,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100615,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100616,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100617,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100618,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100619,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100620,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100621,0,200,-1.7000000000000013,0,5,5,7,0
iid,iid_stage6,100622,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100623,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100624,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100625,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100626,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100627,0,200,-1.6000000000000014,2,0,2,5,3
iid,iid_stage6,100628,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100629,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100630,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100631,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100632,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100633,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100634,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100635,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100636,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100637,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100638,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100639,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100640,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100641,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100642,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100643,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100644,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100645,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100646,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100647,0,200,-2.0000000000000013,0,1,1,7,3
iid,iid_stage6,100648,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100649,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100650,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100651,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100652,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100653,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100654,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100655,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100656,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100657,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100658,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100659,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100660,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100661,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100662,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100663,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100664,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100665,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100666,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100667,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100668,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100669,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100670,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100671,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100672,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100673,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100674,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100675,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100676,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100677,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100678,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100679,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100680,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100681,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100682,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100683,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100684,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100685,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100686,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100687,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100688,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100689,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100690,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100691,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100692,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100693,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100694,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100695,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100696,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100697,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100698,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100699,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100700,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100701,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100702,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100703,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100704,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100705,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100706,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100707,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100708,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100709,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100710,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100711,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100712,0,200,-2.0000000000000013,0,2,2,7,3
iid,iid_stage6,100713,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100714,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100715,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100716,0,200,-1.7000000000000013,0,8,8,7,0
iid,iid_stage6,100717,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100718,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100719,0,200,-1.7000000000000013,0,5,5,7,0
iid,iid_stage6,100720,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100721,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100722,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100723,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100724,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100725,0,200,-1.9000000000000015,0,3,3,7,2
iid,iid_stage6,100726,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100727,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100728,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100729,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100730,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100731,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100732,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100733,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100734,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100735,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100736,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100737,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100738,0,200,-1.7000000000000013,0,6,6,7,0
iid,iid_stage6,100739,0,200,-1.7000000000000013,0,7,7,7,0
iid,iid_stage6,100740,0,200,-1.7000000000000013,0,4,4,7,0
iid,iid_stage6,100741,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100742,0,200,-2.0000000000000013,0,0,0,7,3
iid,iid_stage6,100743,0,200,-1.6000000000000012,2,0,2,5,3
iid,iid_stage6,100744,0,200,-1.7000000000000013,0,8,8,7,0
